"PVWatts Hourly PV Performance Data"
"Requested Location","qatar"
"Location","ABU DHABI, UNITED ARAB EMIRATES"
"Latitude (DD)","24.43"
"Longitude (DD)","54.65"
"Elevation (m)","27"
"DC System Size (kW)","8"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (kW/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","14","22","0","0","24","3.6","0.2","0","24","0","0"
"11","14","23","0","0","23","3.1","0.2","0","23","0","0"
"11","15","0","0","0","23.3","2.6","0.2","0","23.3","0","0"
"11","15","1","0","0","23","2.6","0.2","0","23","0","0"
"11","15","2","0","0","24","4.6","0.2","0","24","0","0"
"11","15","3","0","0","22.3","2.6","0.2","0","22.3","0","0"
"11","15","4","0","0","22","2.6","0.2","0","22","0","0"
"11","15","5","0","0","23","2.6","0.2","0","23","0","0"
"11","15","6","0","4","22.1","3.1","0.2","3.805","22.164","13.156","0"
"11","15","7","257","60","23","2.6","0.2","153.619","26.287","957.044","891.423"
"11","15","8","570","100","24.9","3.6","0.2","422.998","32.728","2857.417","2724.459"
"11","15","9","728","117","26.8","4.6","0.2","658.746","37.349","4351.716","4165.809"
"11","15","10","875","80","27.4","5.1","0.2","828.815","39.828","5387.358","5164.754"
"11","15","11","883","97","28","5.7","0.2","915.967","40.766","5898.696","5657.973"
"11","15","12","877","102","27.8","6.2","0.2","921.565","39.94","5950.884","5708.312"
"11","15","13","832","105","27","5.1","0.2","841.653","39.613","5463.218","5237.926"
"11","15","14","730","110","27","6.2","0.2","674.603","35.908","4475.349","4285.061"
"11","15","15","533","112","27","5.1","0.2","437.389","33.58","2939.128","2803.275"
"11","15","16","326","69","27","5.1","0.2","199.812","29.968","1271.786","1195.013"
"11","15","17","0","12","26","5.1","0.2","11.098","26.14","39.802","6.684"
"11","15","18","0","0","25.4","4.1","0.2","0","25.4","0","0"
"11","15","19","0","0","25","3.6","0.2","0","25","0","0"
"11","15","20","0","0","24.3","2.8","0.2","0","24.3","0","0"
"11","15","21","0","0","23.7","2.1","0.2","0","23.7","0","0"
"11","15","22","0","0","23","2.1","0.2","0","23","0","0"
"11","15","23","0","0","22.6","1.5","0.2","0","22.6","0","0"
"11","16","0","0","0","22.2","1","0.2","0","22.2","0","0"
"11","16","1","0","0","22","1.5","0.2","0","22","0","0"
"11","16","2","0","0","21","1.5","0.2","0","21","0","0"
"11","16","3","0","0","20.7","1.5","0.2","0","20.7","0","0"
"11","16","4","0","0","20","1.5","0.2","0","20","0","0"
"11","16","5","0","0","23","3.1","0.2","0","23","0","0"
"11","16","6","0","4","22.7","3.6","0.2","3.805","22.759","13.111","0"
"11","16","7","172","66","23","3.1","0.2","128.859","25.534","805.982","745.714"
"11","16","8","458","119","26","3.6","0.2","379.763","33.024","2551.783","2429.655"
"11","16","9","650","124","26.7","6.2","0.2","609.752","34.754","4066.017","3890.234"
"11","16","10","748","130","27","5.1","0.2","784.31","38.754","5111.46","4898.633"
"11","16","11","800","131","27","5.1","0.2","882.823","40.218","5693.688","5460.229"
"11","16","12","831","121","27.7","6.2","0.2","905.664","39.628","5853.104","5613.996"
"11","16","13","838","102","27","5.1","0.2","842.437","39.626","5469.522","5244.006"
"11","16","14","791","92","27","5.4","0.2","697.223","37.093","4609.222","4414.19"
"11","16","15","663","83","27","5.7","0.2","480.317","33.729","3238.878","3092.404"
"11","16","16","354","68","26","5.1","0.2","208.909","29.102","1334.705","1255.702"
"11","16","17","0","12","25","4.1","0.2","11.098","25.159","40.015","6.888"
"11","16","18","0","0","24.8","3.6","0.2","0","24.8","0","0"
"11","16","19","0","0","23.9","3.6","0.2","0","23.9","0","0"
"11","16","20","0","0","23","3.6","0.2","0","23","0","0"
"11","16","21","0","0","23","2.6","0.2","0","23","0","0"
"11","16","22","0","0","22","2.6","0.2","0","22","0","0"
"11","16","23","0","0","22","2.3","0.2","0","22","0","0"
"11","17","0","0","0","22","2.1","0.2","0","22","0","0"
"11","17","1","0","0","21","1","0.2","0","21","0","0"
"11","17","2","0","0","20","1","0.2","0","20","0","0"
"11","17","3","0","0","18.7","0","0.2","0","18.7","0","0"
"11","17","4","0","0","18","1","0.2","0","18","0","0"
"11","17","5","0","0","18","1","0.2","0","18","0","0"
"11","17","6","0","3","17.7","2.1","0.2","2.854","17.757","9.961","0"
"11","17","7","172","65","19","2.1","0.2","127.681","22.008","808.77","748.403"
"11","17","8","532","105","23","1","0.2","406.213","35.475","2710.746","2582.985"
"11","17","9","722","117","26","1","0.2","652.011","45.981","4160.16","3981.04"
"11","17","10","871","80","27","4.1","0.2","822.325","41.084","5320.826","5100.579"
"11","17","11","852","122","27","4.1","0.2","918.881","42.714","5867.802","5628.173"
"11","17","12","849","126","27.5","4.1","0.2","926.344","43.34","5897.004","5656.341"
"11","17","13","875","86","28","5.1","0.2","849.65","40.737","5496.45","5269.98"
"11","17","14","805","86","27.6","4.9","0.2","700.24","38.385","4607.417","4412.45"
"11","17","15","665","82","27.3","4.6","0.2","480.092","35.007","3221.424","3075.568"
"11","17","16","335","70","27","4.1","0.2","204.339","30.466","1297.913","1220.214"
"11","17","17","0","11","25.9","3.6","0.2","10.171","26.057","36.32","3.325"
"11","17","18","0","0","24.9","3.1","0.2","0","24.9","0","0"
"11","17","19","0","0","25","2.1","0.2","0","25","0","0"
"11","17","20","0","0","24","2.1","0.2","0","24","0","0"
"11","17","21","0","0","24","2.6","0.2","0","24","0","0"
"11","17","22","0","0","23","2.6","0.2","0","23","0","0"
"11","17","23","0","0","23","1.5","0.2","0","23","0","0"
"11","18","0","0","0","21.1","1.5","0.2","0","21.1","0","0"
"11","18","1","0","0","21","1","0.2","0","21","0","0"
"11","18","2","0","0","20","1.5","0.2","0","20","0","0"
"11","18","3","0","0","19.4","1.5","0.2","0","19.4","0","0"
"11","18","4","0","0","19","1.5","0.2","0","19","0","0"
"11","18","5","0","0","19","1.5","0.2","0","19","0","0"
"11","18","6","0","3","19","1","0.2","2.854","19.073","9.886","0"
"11","18","7","199","63","21","1.5","0.2","133.738","24.571","835.199","773.896"
"11","18","8","527","105","25","0","0.2","402.692","41.561","2620.58","2496.014"
"11","18","9","676","129","26.5","1","0.2","631.24","45.842","4027.175","3852.767"
"11","18","10","841","91","28","4.1","0.2","807.948","41.836","5211.421","4995.051"
"11","18","11","873","99","29","5.1","0.2","904.629","42.55","5787.781","5550.989"
"11","18","12","892","93","28.9","5.7","0.2","921.408","41.743","5911.884","5670.694"
"11","18","13","824","104","29","6.2","0.2","830.716","39.953","5388.23","5165.595"
"11","18","14","671","125","29","7.2","0.2","645.846","36.687","4269.074","4086.095"
"11","18","15","389","147","28.5","7.7","0.2","388.814","32.917","2605.689","2481.651"
"11","18","16","251","74","28","6.7","0.2","173.294","30.148","1098.694","1028.055"
"11","18","17","0","10","27","5.6","0.2","9.243","27.109","32.643","0"
"11","18","18","0","0","26","4.6","0.2","0","26","0","0"
"11","18","19","0","0","25","3.6","0.2","0","25","0","0"
"11","18","20","0","0","23","3.6","0.2","0","23","0","0"
"11","18","21","0","0","22.8","3.1","0.2","0","22.8","0","0"
"11","18","22","0","0","22","2.6","0.2","0","22","0","0"
"11","18","23","0","0","22","2.1","0.2","0","22","0","0"
"11","19","0","0","0","21","1.5","0.2","0","21","0","0"
"11","19","1","0","0","20.5","1.2","0.2","0","20.5","0","0"
"11","19","2","0","0","20","1","0.2","0","20","0","0"
"11","19","3","0","0","19.1","0","0.2","0","19.1","0","0"
"11","19","4","0","0","18.5","0.5","0.2","0","18.5","0","0"
"11","19","5","0","0","18","1","0.2","0","18","0","0"
"11","19","6","0","3","18.1","0","0.2","2.854","18.198","9.936","0"
"11","19","7","183","62","19","1","0.2","127.531","22.837","800.679","740.6"
"11","19","8","472","122","22","2.1","0.2","388.301","31.32","2629.173","2504.302"
"11","19","9","698","123","26.2","3.1","0.2","639.098","38.977","4195.931","4015.544"
"11","19","10","726","148","29","5.1","0.2","781.882","40.718","5055.614","4844.765"
"11","19","11","638","219","30","4.4","0.2","830.23","43.605","5270.482","5052.019"
"11","19","12","531","264","31","3.6","0.2","782.06","45.374","4918.778","4712.778"
"11","19","13","454","263","31","7.2","0.2","683.346","39.106","4418.26","4229.995"
"11","19","14","374","226","29","7.2","0.2","520.984","35.191","3436.836","3283.347"
"11","19","15","224","182","28.4","6.7","0.2","319.365","32.399","2125.041","2018.034"
"11","19","16","134","87","27","6.2","0.2","141.674","28.856","903.247","839.532"
"11","19","17","0","9","25.8","4.9","0.2","8.317","25.907","29.393","0"
"11","19","18","0","0","24.6","3.6","0.2","0","24.6","0","0"
"11","19","19","0","0","23.7","3.3","0.2","0","23.7","0","0"
"11","19","20","0","0","22.8","2.9","0.2","0","22.8","0","0"
"11","19","21","0","0","21.9","2.6","0.2","0","21.9","0","0"
"11","19","22","0","0","22","2.6","0.2","0","22","0","0"
"11","19","23","0","0","21","2.6","0.2","0","21","0","0"
"11","20","0","0","0","20.8","1.5","0.2","0","20.8","0","0"
"11","20","1","0","0","21","1","0.2","0","21","0","0"
"11","20","2","0","0","21","3.1","0.2","0","21","0","0"
"11","20","3","0","0","19","1","0.2","0","19","0","0"
"11","20","4","0","0","17","1.5","0.2","0","17","0","0"
"11","20","5","0","0","17","1.5","0.2","0","17","0","0"
"11","20","6","0","2","17.2","1.5","0.2","1.903","17.243","6.513","0"
"11","20","7","71","62","19","1.5","0.2","88.958","21.386","562.952","511.296"
"11","20","8","228","149","22","1.5","0.2","282.418","29.683","1898.825","1799.834"
"11","20","9","340","202","25.8","0","0.2","457.954","44.562","2907.869","2773.123"
"11","20","10","176","329","27","1","0.2","493.857","42.05","3127.162","2984.645"
"11","20","11","100","362","28","3.1","0.2","461.829","37.164","2958.839","2822.287"
"11","20","12","31","337","29","3.1","0.2","358.084","36.098","2283.088","2170.481"
"11","20","13","27","310","29","3.1","0.2","326.327","35.474","2087.666","1981.983"
"11","20","14","12","257","30","3.6","0.2","260.299","34.778","1670.044","1579.159"
"11","20","15","13","167","28","4.1","0.2","169.967","30.907","1104.17","1033.337"
"11","20","16","0","70","28","4.6","0.2","67.246","29.072","421.092","374.463"
"11","20","17","0","5","27","3.6","0.2","4.615","27.071","15.669","0"
"11","20","18","0","0","25.6","3.1","0.2","0","25.6","0","0"
"11","20","19","0","0","24","2.1","0.2","0","24","0","0"
"11","20","20","0","0","23","2.1","0.2","0","23","0","0"
"11","20","21","0","0","23.7","2.1","0.2","0","23.7","0","0"
"11","20","22","0","0","23","2.1","0.2","0","23","0","0"
"11","20","23","0","0","23","2.1","0.2","0","23","0","0"
"11","21","0","0","0","20.2","1.5","0.2","0","20.2","0","0"
"11","21","1","0","0","21","1","0.2","0","21","0","0"
"11","21","2","0","0","19","1.5","0.2","0","19","0","0"
"11","21","3","0","0","18.6","1","0.2","0","18.6","0","0"
"11","21","4","0","0","18","0.5","0.2","0","18","0","0"
"11","21","5","0","0","19","1.5","0.2","0","19","0","0"
"11","21","6","0","3","18","1","0.2","2.854","18.073","9.943","0"
"11","21","7","171","59","20","2.1","0.2","120.199","22.825","750.772","692.461"
"11","21","8","460","113","21","2.1","0.2","370.888","29.903","2524.132","2402.983"
"11","21","9","674","106","24.5","2.1","0.2","601.188","38.907","3950.108","3778.431"
"11","21","10","630","175","27","2.6","0.2","728.497","42.839","4666.182","4469.132"
"11","21","11","597","216","29","3.6","0.2","788.218","43.496","5007.795","4798.64"
"11","21","12","564","228","28.5","5.1","0.2","772.251","40.05","4970.906","4763.058"
"11","21","13","469","244","28.2","5.1","0.2","675.409","38.306","4384.987","4197.901"
"11","21","14","407","202","28","5.1","0.2","528.266","35.919","3479.878","3324.863"
"11","21","15","226","178","27.7","5.1","0.2","316.281","32.449","2104.348","1998.074"
"11","21","16","84","104","27","5.1","0.2","140.378","29.094","898.368","834.826"
"11","21","17","0","10","26","4.1","0.2","9.244","26.133","32.822","0"
"11","21","18","0","0","25.4","3.6","0.2","0","25.4","0","0"
"11","21","19","0","0","25","3.6","0.2","0","25","0","0"
"11","21","20","0","0","24","2.6","0.2","0","24","0","0"
"11","21","21","0","0","24","2.6","0.2","0","24","0","0"
"11","21","22","0","0","23","3.1","0.2","0","23","0","0"
"11","21","23","0","0","22.9","2.8","0.2","0","22.9","0","0"
"11","22","0","0","0","22.8","2.6","0.2","0","22.8","0","0"
"11","22","1","0","0","21","1.5","0.2","0","21","0","0"
"11","22","2","0","0","21","1","0.2","0","21","0","0"
"11","22","3","0","0","20.5","1","0.2","0","20.5","0","0"
"11","22","4","0","0","20","0.5","0.2","0","20","0","0"
"11","22","5","0","0","19","1","0.2","0","19","0","0"
"11","22","6","0","2","18.4","0.5","0.2","1.903","18.456","6.466","0"
"11","22","7","171","59","20","0.5","0.2","120.147","24.135","745.047","686.938"
"11","22","8","506","104","22","1.5","0.2","384.287","32.474","2593.558","2469.95"
"11","22","9","674","126","25.1","1","0.2","621.81","44.157","3998.013","3824.639"
"11","22","10","840","89","27","3.6","0.2","798.89","41.731","5159.965","4945.418"
"11","22","11","877","95","27","4.1","0.2","898.065","42.366","5755.4","5519.755"
"11","22","12","888","92","27.6","4.6","0.2","911.649","42.163","5844.178","5605.387"
"11","22","13","876","83","27","5.1","0.2","842.318","39.63","5478.413","5252.583"
"11","22","14","807","84","27","5.1","0.2","696.67","37.465","4604.372","4409.512"
"11","22","15","664","80","27","5.1","0.2","476.568","34.176","3209.744","3064.302"
"11","22","16","353","66","27","5.7","0.2","207.18","29.862","1317.104","1238.725"
"11","22","17","0","11","26","4.6","0.2","10.171","26.136","36.306","3.311"
"11","22","18","0","0","24.6","2.6","0.2","0","24.6","0","0"
"11","22","19","0","0","24","3.1","0.2","0","24","0","0"
"11","22","20","0","0","23","2.6","0.2","0","23","0","0"
"11","22","21","0","0","23","2.1","0.2","0","23","0","0"
"11","22","22","0","0","23","2.6","0.2","0","23","0","0"
"11","22","23","0","0","22","2.6","0.2","0","22","0","0"
"11","23","0","0","0","21","1","0.2","0","21","0","0"
"11","23","1","0","0","20.5","0.5","0.2","0","20.5","0","0"
"11","23","2","0","0","20","0","0.2","0","20","0","0"
"11","23","3","0","0","19.5","1","0.2","0","19.5","0","0"
"11","23","4","0","0","18","1","0.2","0","18","0","0"
"11","23","5","0","0","17","1","0.2","0","17","0","0"
"11","23","6","0","2","17.5","1.5","0.2","1.903","17.543","6.501","0"
"11","23","7","211","57","19","2.1","0.2","129.855","22.044","808.508","748.151"
"11","23","8","520","110","21","1.5","0.2","397.234","31.827","2689.547","2562.537"
"11","23","9","794","75","24.8","1","0.2","645.837","44.609","4157.405","3978.383"
"11","23","10","838","91","27","3.6","0.2","797.965","41.714","5155.005","4940.634"
"11","23","11","801","127","28","3.6","0.2","870.238","44.023","5535.423","5307.573"
"11","23","12","725","161","28.2","4.6","0.2","849.337","41.757","5443.543","5218.948"
"11","23","13","794","114","28","4.1","0.2","811.995","41.9","5228.389","5011.418"
"11","23","14","781","91","28","5.1","0.2","684.947","38.288","4510.941","4319.391"
"11","23","15","672","78","27.5","5.7","0.2","478.831","34.21","3225.5","3079.499"
"11","23","16","360","65","27","4.6","0.2","208.802","30.305","1324.773","1246.123"
"11","23","17","0","11","26","3.6","0.2","10.172","26.157","36.303","3.308"
"11","23","18","0","0","24.6","2.1","0.2","0","24.6","0","0"
"11","23","19","0","0","23","2.6","0.2","0","23","0","0"
"11","23","20","0","0","23","3.1","0.2","0","23","0","0"
"11","23","21","0","0","22.7","3.1","0.2","0","22.7","0","0"
"11","23","22","0","0","23","2.6","0.2","0","23","0","0"
"11","23","23","0","0","22","3.1","0.2","0","22","0","0"
"11","24","0","0","0","20.5","0","0.2","0","20.5","0","0"
"11","24","1","0","0","19","1","0.2","0","19","0","0"
"11","24","2","0","0","18","1","0.2","0","18","0","0"
"11","24","3","0","0","18.1","1","0.2","0","18.1","0","0"
"11","24","4","0","0","17","0.5","0.2","0","17","0","0"
"11","24","5","0","0","17","1","0.2","0","17","0","0"
"11","24","6","0","2","15.8","2.1","0.2","1.903","15.838","6.568","0"
"11","24","7","207","56","18","1","0.2","127.327","21.816","791.386","731.635"
"11","24","8","518","109","20","2.1","0.2","394.24","29.467","2694.194","2567.019"
"11","24","9","735","107","23.8","2.6","0.2","641.012","37.779","4236.462","4054.639"
"11","24","10","890","69","27","1","0.2","814.579","51.936","5049.231","4838.608"
"11","24","11","905","82","28","2.6","0.2","905.826","47.698","5683.865","5450.755"
"11","24","12","909","82","28.2","3.1","0.2","917.113","46.491","5779.769","5543.26"
"11","24","13","896","75","28","3.1","0.2","848.607","44.94","5404.949","5181.721"
"11","24","14","824","78","27.7","3.3","0.2","697.108","41.194","4541.913","4349.266"
"11","24","15","689","74","27.5","3.6","0.2","482.523","36.433","3223.339","3077.415"
"11","24","16","365","64","26","3.6","0.2","209.721","29.826","1333.013","1254.07"
"11","24","17","0","11","25","3.1","0.2","10.172","25.17","36.498","3.497"
"11","24","18","0","0","24","2.1","0.2","0","24","0","0"
"11","24","19","0","0","23","2.1","0.2","0","23","0","0"
"11","24","20","0","0","22","2.1","0.2","0","22","0","0"
"11","24","21","0","0","22.5","2.6","0.2","0","22.5","0","0"
"11","24","22","0","0","20","1","0.2","0","20","0","0"
"11","24","23","0","0","19","1.5","0.2","0","19","0","0"
"11","25","0","0","0","22.5","2.6","0.2","0","22.5","0","0"
"11","25","1","0","0","18","1.5","0.2","0","18","0","0"
"11","25","2","0","0","18","2.1","0.2","0","18","0","0"
"11","25","3","0","0","17.3","1.5","0.2","0","17.3","0","0"
"11","25","4","0","0","17","1.5","0.2","0","17","0","0"
"11","25","5","0","0","17","1.5","0.2","0","17","0","0"
"11","25","6","0","2","16.5","2.1","0.2","1.903","16.538","6.54","0"
"11","25","7","206","55","18","2.1","0.2","125.701","20.943","781.857","722.444"
"11","25","8","519","108","22","1.5","0.2","392.779","32.706","2649.751","2524.151"
"11","25","9","804","71","24.5","1","0.2","641.233","44.171","4138.118","3959.78"
"11","25","10","874","76","27","1","0.2","807.787","51.728","5011.38","4802.098"
"11","25","11","897","84","29","1.5","0.2","899.504","53.406","5511.6","5284.593"
"11","25","12","903","84","28.5","3.1","0.2","912.793","46.705","5748.275","5512.882"
"11","25","13","892","76","29","3.1","0.2","845.547","45.879","5365.419","5143.593"
"11","25","14","794","94","28","4.1","0.2","697.083","39.958","4561.173","4367.844"
"11","25","15","677","76","27.7","4.1","0.2","479.456","35.946","3208.263","3062.873"
"11","25","16","359","64","26.3","4.6","0.2","207.792","29.589","1321.869","1243.321"
"11","25","17","0","11","25","5.1","0.2","10.172","25.128","36.507","3.505"
"11","25","18","0","0","24.2","3.6","0.2","0","24.2","0","0"
"11","25","19","0","0","23","3.6","0.2","0","23","0","0"
"11","25","20","0","0","23","3.6","0.2","0","23","0","0"
"11","25","21","0","0","21.6","1.5","0.2","0","21.6","0","0"
"11","25","22","0","0","21.3","2","0.2","0","21.3","0","0"
"11","25","23","0","0","21","2.6","0.2","0","21","0","0"
"11","26","0","0","0","20.6","2.6","0.2","0","20.6","0","0"
"11","26","1","0","0","19.3","1.5","0.2","0","19.3","0","0"
"11","26","2","0","0","18","0.5","0.2","0","18","0","0"
"11","26","3","0","0","18.3","0.5","0.2","0","18.3","0","0"
"11","26","4","0","0","17.6","0.7","0.2","0","17.6","0","0"
"11","26","5","0","0","17","0.9","0.2","0","17","0","0"
"11","26","6","0","1","16.5","1.1","0.2","0.951","16.524","0","0"
"11","26","7","153","55","17.2","1.3","0.2","109.773","20.26","684.865","628.889"
"11","26","8","530","96","18","1.5","0.2","387.514","28.563","2657.51","2531.635"
"11","26","9","725","108","21.2","2.1","0.2","632.52","36.363","4204.962","4024.255"
"11","26","10","865","79","25","1.5","0.2","802.253","46.794","5081.347","4869.586"
"11","26","11","889","87","27","1","0.2","894.349","54.346","5458.763","5233.629"
"11","26","12","862","114","28.2","2.1","0.2","914.639","50.055","5674.764","5441.976"
"11","26","13","885","78","28","3.1","0.2","841.128","44.791","5361.723","5140.028"
"11","26","14","817","79","28","3.6","0.2","696.854","40.871","4546.269","4353.468"
"11","26","15","677","76","26.9","4.1","0.2","479.538","35.147","3219.285","3073.504"
"11","26","16","390","59","26","4.1","0.2","215.795","29.656","1372.475","1292.134"
"11","26","17","0","11","25","4.6","0.2","10.172","25.136","36.506","3.504"
"11","26","18","0","0","23.6","3.1","0.2","0","23.6","0","0"
"11","26","19","0","0","23","4.1","0.2","0","23","0","0"
"11","26","20","0","0","21","2.1","0.2","0","21","0","0"
"11","26","21","0","0","21.2","1.5","0.2","0","21.2","0","0"
"11","26","22","0","0","20.6","1.5","0.2","0","20.6","0","0"
"11","26","23","0","0","20","1.5","0.2","0","20","0","0"
"11","27","0","0","0","19","2.1","0.2","0","19","0","0"
"11","27","1","0","0","19","1.8","0.2","0","19","0","0"
"11","27","2","0","0","19","1.5","0.2","0","19","0","0"
"11","27","3","0","0","18.5","2.1","0.2","0","18.5","0","0"
"11","27","4","0","0","18.2","1.8","0.2","0","18.2","0","0"
"11","27","5","0","0","18","1.5","0.2","0","18","0","0"
"11","27","6","0","1","17.2","1","0.2","0.951","17.224","0","0"
"11","27","7","193","53","18","1.5","0.2","119.173","21.164","736.396","678.594"
"11","27","8","487","117","20","1.5","0.2","384.36","30.473","2611.268","2487.032"
"11","27","9","804","69","22.7","1","0.2","635.966","42.212","4138.993","3960.623"
"11","27","10","871","76","26","1.5","0.2","802.26","47.796","5061.838","4850.768"
"11","27","11","904","81","28","1","0.2","899.615","55.509","5465.242","5239.878"
"11","27","12","907","82","29.8","1","0.2","911.957","57.683","5484.508","5258.461"
"11","27","13","860","100","30","1.5","0.2","849.662","53.068","5227.921","5010.966"
"11","27","14","830","72","29","3.6","0.2","693.749","41.815","4511.18","4319.622"
"11","27","15","683","74","28.6","3.6","0.2","480.789","37.501","3197.992","3052.966"
"11","27","16","396","58","27","4.1","0.2","217.223","30.68","1375.783","1295.325"
"11","27","17","0","11","25","4.1","0.2","10.172","25.146","36.505","3.503"
"11","27","18","0","0","22.9","3.1","0.2","0","22.9","0","0"
"11","27","19","0","0","22","2.6","0.2","0","22","0","0"
"11","27","20","0","0","21.6","1.3","0.2","0","21.6","0","0"
"11","27","21","0","0","21.2","0","0.2","0","21.2","0","0"
"11","27","22","0","0","20.1","0.5","0.2","0","20.1","0","0"
"11","27","23","0","0","19.1","1","0.2","0","19.1","0","0"
"11","28","0","0","0","18","1.5","0.2","0","18","0","0"
"11","28","1","0","0","18","1.2","0.2","0","18","0","0"
"11","28","2","0","0","18","1","0.2","0","18","0","0"
"11","28","3","0","0","18.4","2.1","0.2","0","18.4","0","0"
"11","28","4","0","0","19","2.1","0.2","0","19","0","0"
"11","28","5","0","0","19","2.6","0.2","0","19","0","0"
"11","28","6","0","0","19.2","2.6","0.2","0","0","0","0"
"11","28","7","0","24","20","3.1","0.2","22.205","20.439","134.061","97.602"
"11","28","8","0","84","21","2.6","0.2","78.891","22.715","515.347","465.378"
"11","28","9","0","141","20.6","2.6","0.2","133.743","23.501","880.977","818.052"
"11","28","10","11","219","21.8","2.6","0.2","219.663","26.554","1443.223","1360.376"
"11","28","11","26","282","23","2.6","0.2","297.076","29.423","1940.054","1839.602"
"11","28","12","47","316","26.5","2.6","0.2","364.643","34.385","2347.661","2232.766"
"11","28","13","116","317","28","3.6","0.2","423.346","35.769","2737.13","2608.434"
"11","28","14","182","266","28","4.1","0.2","415.165","35.097","2717.244","2589.252"
"11","28","15","231","175","27.9","5.1","0.2","316.8","32.658","2107.543","2001.155"
"11","28","16","121","83","26","5.1","0.2","133.86","27.994","854.337","792.356"
"11","28","17","0","8","24","3.6","0.2","7.391","24.114","26.212","0"
"11","28","18","0","0","23.7","3.1","0.2","0","23.7","0","0"
"11","28","19","0","0","24","1.5","0.2","0","24","0","0"
"11","28","20","0","0","23","1","0.2","0","23","0","0"
"11","28","21","0","0","22.6","1","0.2","0","22.6","0","0"
"11","28","22","0","0","21","1","0.2","0","21","0","0"
"11","28","23","0","0","21","1.5","0.2","0","21","0","0"
"11","29","0","0","0","20.5","1.5","0.2","0","20.5","0","0"
"11","29","1","0","0","19","1.5","0.2","0","19","0","0"
"11","29","2","0","0","18.8","1.8","0.2","0","18.8","0","0"
"11","29","3","0","0","18.7","2.1","0.2","0","18.7","0","0"
"11","29","4","0","0","17","1.5","0.2","0","17","0","0"
"11","29","5","0","0","17","1.5","0.2","0","17","0","0"
"11","29","6","0","1","16.6","1.5","0.2","0.951","16.622","0","0"
"11","29","7","191","51","17.8","2.6","0.2","115.921","20.263","714.303","657.284"
"11","29","8","463","122","19","3.1","0.2","375.819","26.526","2588.994","2465.547"
"11","29","9","797","70","22.5","3.6","0.2","633.313","34.208","4256.6","4074.063"
"11","29","10","856","80","25","3.1","0.2","791.55","40.81","5140.184","4926.339"
"11","29","11","861","97","27","3.6","0.2","876.697","43.151","5607.961","5377.54"
"11","29","12","835","111","28","3.6","0.2","884.16","44.283","5622.369","5391.438"
"11","29","13","858","87","28","5.1","0.2","826.485","40.395","5363.68","5141.915"
"11","29","14","820","77","27.7","5.1","0.2","691.656","38.093","4565.21","4371.738"
"11","29","15","695","71","27.4","5.1","0.2","483.168","34.677","3251.929","3104.992"
"11","29","16","400","57","26","5.1","0.2","218.272","29.238","1391.078","1310.078"
"11","29","17","0","11","24.9","3.9","0.2","10.172","25.05","36.524","3.521"
"11","29","18","0","0","23.9","2.6","0.2","0","23.9","0","0"
"11","29","19","0","0","23","3.6","0.2","0","23","0","0"
"11","29","20","0","0","22.3","2.9","0.2","0","22.3","0","0"
"11","29","21","0","0","21.7","2.2","0.2","0","21.7","0","0"
"11","29","22","0","0","21","1.5","0.2","0","21","0","0"
"11","29","23","0","0","21","1","0.2","0","21","0","0"
"11","30","0","0","0","20.2","1","0.2","0","20.2","0","0"
"11","30","1","0","0","20","1","0.2","0","20","0","0"
"11","30","2","0","0","19.5","1.2","0.2","0","19.5","0","0"
"11","30","3","0","0","19","1.5","0.2","0","19","0","0"
"11","30","4","0","0","18","2.1","0.2","0","18","0","0"
"11","30","5","0","0","18","2.1","0.2","0","18","0","0"
"11","30","6","0","1","18","2.1","0.2","0.951","18.019","0","0"
"11","30","7","187","50","19","2.1","0.2","113.414","21.646","692.533","636.285"
"11","30","8","487","113","20","2.1","0.2","377.454","29.059","2575.702","2452.726"
"11","30","9","809","66","22.7","2.1","0.2","631.459","37.849","4185.511","4005.493"
"11","30","10","882","71","26","2.6","0.2","801.02","43.446","5148.967","4934.81"
"11","30","11","911","76","27","3.1","0.2","896.194","44.881","5696.073","5462.53"
"11","30","12","901","83","27.8","4.1","0.2","904.689","43.284","5782.057","5545.467"
"11","30","13","886","76","28","4.1","0.2","837.168","42.341","5392.899","5170.098"
"11","30","14","820","77","28","4.1","0.2","691.516","39.867","4532.354","4340.046"
"11","30","15","666","83","27.4","4.1","0.2","481.877","35.687","3227.461","3081.39"
"11","30","16","401","57","27","3.6","0.2","218.982","30.994","1385.985","1305.166"
"11","30","17","0","11","27","3.1","0.2","10.172","27.17","36.105","3.118"
"11","30","18","0","0","23.9","2.1","0.2","0","23.9","0","0"
