"PVWatts Hourly PV Performance Data"
"Requested Location","qatar"
"Location","ABU DHABI, UNITED ARAB EMIRATES"
"Latitude (DD)","24.43"
"Longitude (DD)","54.65"
"Elevation (m)","27"
"DC System Size (kW)","8"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (kW/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","16","0","0","0","19.7","2.6","0.25","0","19.7","0","0"
"3","16","1","0","0","19.5","2.4","0.25","0","19.5","0","0"
"3","16","2","0","0","19.2","2.3","0.25","0","19.2","0","0"
"3","16","3","0","0","19","2.1","0.25","0","19","0","0"
"3","16","4","0","0","18","1.5","0.25","0","18","0","0"
"3","16","5","0","0","17","2.1","0.25","0","17","0","0"
"3","16","6","0","8","17.7","2.1","0.25","7.395","17.848","27.127","0"
"3","16","7","239","75","19","1.5","0.25","136.81","22.636","847.57","785.829"
"3","16","8","393","148","21","2.6","0.25","349.983","28.623","2366.532","2250.968"
"3","16","9","341","256","24","3.1","0.25","501.219","33.98","3298.65","3150.057"
"3","16","10","247","356","27","3.1","0.25","579.085","38.491","3702.861","3539.946"
"3","16","11","137","422","28","3.1","0.25","559.053","39.067","3533.84","3376.914"
"3","16","12","54","414","25.6","5.7","0.25","463.472","32.005","2990.665","2852.985"
"3","16","13","273","390","25","8.8","0.25","666.482","31.796","4360.085","4173.881"
"3","16","14","471","307","26","9.3","0.25","730.201","33.161","4797.119","4595.429"
"3","16","15","644","171","25","9.3","0.25","639.153","31.291","4286.065","4102.484"
"3","16","16","505","153","25","9.3","0.25","411.398","29.058","2790.283","2659.703"
"3","16","17","290","79","23","9.3","0.25","156.902","24.511","966.776","900.811"
"3","16","18","0","9","21.6","7.7","0.25","8.321","21.679","30.092","0"
"3","16","19","0","0","21","6.2","0.25","0","21","0","0"
"3","16","20","0","0","21","6.2","0.25","0","21","0","0"
"3","16","21","0","0","20.2","5.7","0.25","0","20.2","0","0"
"3","16","22","0","0","20","6.2","0.25","0","20","0","0"
"3","16","23","0","0","19","5.7","0.25","0","19","0","0"
"3","17","0","0","0","19","5.1","0.25","0","19","0","0"
"3","17","1","0","0","19","5.1","0.25","0","19","0","0"
"3","17","2","0","0","19","5.1","0.25","0","19","0","0"
"3","17","3","0","0","18.7","4.6","0.25","0","18.7","0","0"
"3","17","4","0","0","19","7.2","0.25","0","19","0","0"
"3","17","5","0","0","18","6.2","0.25","0","18","0","0"
"3","17","6","0","8","18.2","5.7","0.25","7.395","18.287","27.064","0"
"3","17","7","285","76","20","5.7","0.25","152.431","22.08","946.844","881.585"
"3","17","8","534","139","21","8.2","0.25","411.598","25.461","2832.735","2700.651"
"3","17","9","752","126","22.3","8.2","0.25","669.117","29.54","4527.034","4334.914"
"3","17","10","804","149","23","8.8","0.25","857.432","31.782","5694","5460.531"
"3","17","11","769","205","23","8.2","0.25","966.965","33.419","6330.525","6074.501"
"3","17","12","704","258","24","7.7","0.25","983.273","35.083","6375.138","6117.533"
"3","17","13","631","287","24","7.2","0.25","916.036","34.835","5953.666","5710.996"
"3","17","14","569","273","23","7.2","0.25","780.358","32.241","5152.767","4938.476"
"3","17","15","501","221","23.6","6.7","0.25","585.207","30.907","3916.552","3746.064"
"3","17","16","452","150","23","6.7","0.25","381.565","27.777","2595.286","2471.616"
"3","17","17","273","76","23","6.7","0.25","149.178","24.825","916.96","852.76"
"3","17","18","0","9","21","4.1","0.25","8.321","21.12","30.181","0"
"3","17","19","0","0","20","3.1","0.25","0","20","0","0"
"3","17","20","0","0","20","2.6","0.25","0","20","0","0"
"3","17","21","0","0","18.4","2.1","0.25","0","18.4","0","0"
"3","17","22","0","0","18","1.5","0.25","0","18","0","0"
"3","17","23","0","0","18","1.5","0.25","0","18","0","0"
"3","18","0","0","0","16.7","1.5","0.25","0","16.7","0","0"
"3","18","1","0","0","16","3.6","0.25","0","16","0","0"
"3","18","2","0","0","15.6","1.8","0.25","0","15.6","0","0"
"3","18","3","0","0","15.3","0","0.25","0","15.3","0","0"
"3","18","4","0","0","14.1","2.1","0.25","0","14.1","0","0"
"3","18","5","0","0","13","1","0.25","0","13","0","0"
"3","18","6","0","10","13.1","2.1","0.25","9.248","13.286","35.137","2.184"
"3","18","7","343","73","15","2.1","0.25","164.822","18.846","1032.684","964.383"
"3","18","8","556","145","18","2.1","0.25","429.258","28.283","2924.57","2789.233"
"3","18","9","802","111","21","1","0.25","688.654","42.067","4436.873","4247.948"
"3","18","10","881","112","23","2.1","0.25","881.844","44.043","5583.741","5354.179"
"3","18","11","948","85","25","2.6","0.25","1005.594","46.806","6258.465","6004.995"
"3","18","12","947","95","25.7","4.6","0.25","1046.738","42.371","6615.865","6349.73"
"3","18","13","913","125","26","5.1","0.25","1012.47","41.125","6440.812","6180.88"
"3","18","14","898","105","24","7.7","0.25","888.06","34.04","5852.299","5613.22"
"3","18","15","826","100","24.3","7.7","0.25","692.478","32.147","4643.278","4447.04"
"3","18","16","693","86","24","7.2","0.25","439.006","29.231","2988.739","2851.127"
"3","18","17","368","68","23","6.2","0.25","165.214","25.122","1001.592","934.393"
"3","18","18","0","10","21.6","4.6","0.25","9.247","21.724","33.623","0.723"
"3","18","19","0","0","20","3.1","0.25","0","20","0","0"
"3","18","20","0","0","20","2.6","0.25","0","20","0","0"
"3","18","21","0","0","18.5","3.6","0.25","0","18.5","0","0"
"3","18","22","0","0","18","3.6","0.25","0","18","0","0"
"3","18","23","0","0","18","4.1","0.25","0","18","0","0"
"3","19","0","0","0","17.3","3.1","0.25","0","17.3","0","0"
"3","19","1","0","0","17.1","3.3","0.25","0","17.1","0","0"
"3","19","2","0","0","17","3.6","0.25","0","17","0","0"
"3","19","3","0","0","16.3","3.1","0.25","0","16.3","0","0"
"3","19","4","0","0","15","1","0.25","0","15","0","0"
"3","19","5","0","0","14","1.5","0.25","0","14","0","0"
"3","19","6","0","10","13.8","1.5","0.25","9.248","14.011","35.008","2.059"
"3","19","7","212","85","15","2.1","0.25","140.495","18.301","898.604","835.054"
"3","19","8","275","183","18","2.1","0.25","322.496","25.715","2195.065","2085.577"
"3","19","9","150","309","21.7","4.1","0.25","414.077","28.761","2754.292","2624.988"
"3","19","10","166","352","24","4.1","0.25","496.695","32.45","3238.407","3091.949"
"3","19","11","81","430","25.5","3.4","0.25","503.064","34.98","3219.319","3073.537"
"3","19","12","7","462","27","2.6","0.25","451.688","36.726","2849.502","2716.824"
"3","19","13","138","426","25","4.6","0.25","563.067","33.928","3631.76","3471.364"
"3","19","14","245","362","25","5.7","0.25","582.404","33.078","3802.938","3636.476"
"3","19","15","331","268","24.9","3.6","0.25","505.504","34.193","3320.898","3171.517"
"3","19","16","440","143","24.9","4.1","0.25","367.653","31.203","2464.2","2345.176"
"3","19","17","292","74","25","4.6","0.25","151.27","27.363","916.69","852.499"
"3","19","18","0","10","22.8","2.6","0.25","9.247","22.969","33.398","0.506"
"3","19","19","0","0","21","2.1","0.25","0","21","0","0"
"3","19","20","0","0","20","3.1","0.25","0","20","0","0"
"3","19","21","0","0","19","2.1","0.25","0","19","0","0"
"3","19","22","0","0","18","2.1","0.25","0","18","0","0"
"3","19","23","0","0","18","1.5","0.25","0","18","0","0"
"3","20","0","0","0","18","1","0.25","0","18","0","0"
"3","20","1","0","0","16.5","1","0.25","0","16.5","0","0"
"3","20","2","0","0","15","1","0.25","0","15","0","0"
"3","20","3","0","0","13.9","17","0.25","0","13.9","0","0"
"3","20","4","0","0","13.4","9","0.25","0","13.4","0","0"
"3","20","5","0","0","13","1","0.25","0","13","0","0"
"3","20","6","0","10","12.8","1","0.25","9.247","13.037","35.178","2.223"
"3","20","7","307","79","15","1","0.25","162.145","19.854","1021.495","953.591"
"3","20","8","603","132","18.3","3.1","0.25","443.78","27.173","3041.128","2901.66"
"3","20","9","825","105","21.6","2.1","0.25","700.771","38.359","4582.076","4388.006"
"3","20","10","864","139","24","0.5","0.25","901.573","55.505","5433.272","5209.042"
"3","20","11","901","143","26","1.5","0.25","1020.958","53.609","6163.223","5913.127"
"3","20","12","943","116","27.8","3.1","0.25","1065.164","48.972","6545.579","6281.935"
"3","20","13","922","133","29","2.1","0.25","1029.322","53.525","6217.173","5965.165"
"3","20","14","913","113","29","5.1","0.25","908.792","42.595","5785.292","5548.588"
"3","20","15","815","115","27","6.2","0.25","699.303","36.223","4611.086","4415.988"
"3","20","16","686","94","26","6.2","0.25","442.602","31.85","2980.223","2842.914"
"3","20","17","320","80","25","4.1","0.25","163.881","27.741","993.608","926.692"
"3","20","18","0","10","22.6","2.1","0.25","9.247","22.786","33.433","0.54"
"3","20","19","0","0","21","0.5","0.25","0","21","0","0"
"3","20","20","0","0","21","1","0.25","0","21","0","0"
"3","20","21","0","0","19.8","1.5","0.25","0","19.8","0","0"
"3","20","22","0","0","19","0","0.25","0","19","0","0"
"3","20","23","0","0","18","0.5","0.25","0","18","0","0"
"3","21","0","0","0","18","2.1","0.25","0","18","0","0"
"3","21","1","0","0","17","1","0.25","0","17","0","0"
"3","21","2","0","0","18","1.5","0.25","0","18","0","0"
"3","21","3","0","0","17.4","1.5","0.25","0","17.4","0","0"
"3","21","4","0","0","18","1","0.25","0","18","0","0"
"3","21","5","0","0","18","1.5","0.25","0","18","0","0"
"3","21","6","0","12","17.8","1","0.25","11.102","18.085","41.54","8.36"
"3","21","7","267","100","21","2.6","0.25","170.26","24.64","1068.491","998.922"
"3","21","8","612","132","26","2.1","0.25","449.118","36.761","2964.14","2827.401"
"3","21","9","826","112","28.3","2.6","0.25","709.706","43.739","4538.635","4346.105"
"3","21","10","905","113","31","2.6","0.25","906.388","50.674","5579.204","5349.802"
"3","21","11","902","143","32","2.6","0.25","1022.483","54.161","6156.84","5906.97"
"3","21","12","959","108","28.3","2.6","0.25","1073.292","51.559","6523.979","6261.1"
"3","21","13","916","125","32","4.6","0.25","1015.459","48.174","6274.409","6020.373"
"3","21","14","909","101","32","4.6","0.25","892.777","46.241","5601.685","5371.486"
"3","21","15","821","106","31.4","3.1","0.25","693.752","45.245","4411.55","4223.522"
"3","21","16","697","86","29","6.7","0.25","439.184","34.504","2925.996","2790.608"
"3","21","17","368","70","26","4.1","0.25","165.811","28.764","990.233","923.436"
"3","21","18","0","11","24.7","2.1","0.25","10.175","24.904","36.556","3.552"
"3","21","19","0","0","23","3.1","0.25","0","23","0","0"
"3","21","20","0","0","23","3.1","0.25","0","23","0","0"
"3","21","21","0","0","21.6","2.1","0.25","0","21.6","0","0"
"3","21","22","0","0","20.8","1.5","0.25","0","20.8","0","0"
"3","21","23","0","0","20","1","0.25","0","20","0","0"
"3","22","0","0","0","20","0.5","0.25","0","20","0","0"
"3","22","1","0","0","17","1.5","0.25","0","17","0","0"
"3","22","2","0","0","17","0","0.25","0","17","0","0"
"3","22","3","0","0","16.6","1.5","0.25","0","16.6","0","0"
"3","22","4","0","0","16","1","0.25","0","16","0","0"
"3","22","5","0","0","16","0.5","0.25","0","16","0","0"
"3","22","6","0","12","14.4","0.5","0.25","11.101","14.726","42.252","9.046"
"3","22","7","320","88","15","2.6","0.25","175.123","18.734","1116.654","1045.378"
"3","22","8","576","146","18","2.1","0.25","443.157","28.617","3018.279","2879.621"
"3","22","9","812","111","22.8","1","0.25","699.704","44.199","4464.943","4275.023"
"3","22","10","877","124","27","1.5","0.25","894.06","51.209","5488.743","5262.546"
"3","22","11","918","126","29","2.1","0.25","1021.45","53.336","6173.957","5923.481"
"3","22","12","928","127","30.3","2.6","0.25","1061.882","53.307","6404.786","6146.13"
"3","22","13","915","126","32","1.5","0.25","1015.445","59.462","5979.367","5735.786"
"3","22","14","949","63","30","5.1","0.25","887.223","43.276","5640.67","5409.091"
"3","22","15","860","74","28.9","7.7","0.25","684.729","36.66","4513.149","4321.522"
"3","22","16","637","108","27","6.2","0.25","431.27","32.698","2889.005","2754.927"
"3","22","17","358","71","27","5.1","0.25","163.784","29.392","976.329","910.026"
"3","22","18","0","11","25","3.1","0.25","10.174","25.17","36.502","3.5"
"3","22","19","0","0","23","3.1","0.25","0","23","0","0"
"3","22","20","0","0","23","3.1","0.25","0","23","0","0"
"3","22","21","0","0","21","4.1","0.25","0","21","0","0"
"3","22","22","0","0","20","3.1","0.25","0","20","0","0"
"3","22","23","0","0","19","2.6","0.25","0","19","0","0"
"3","23","0","0","0","19.2","2.1","0.25","0","19.2","0","0"
"3","23","1","0","0","19","3.1","0.25","0","19","0","0"
"3","23","2","0","0","18","3.1","0.25","0","18","0","0"
"3","23","3","0","0","18","2.6","0.25","0","18","0","0"
"3","23","4","0","0","18","1.5","0.25","0","18","0","0"
"3","23","5","0","0","17","3.1","0.25","0","17","0","0"
"3","23","6","0","13","17","3.6","0.25","12.029","17.186","45.4","12.083"
"3","23","7","319","90","19","2.1","0.25","177.175","23.155","1112.634","1041.501"
"3","23","8","571","149","23","2.6","0.25","444.297","32.683","2977.834","2840.609"
"3","23","9","827","106","28.8","3.1","0.25","706.185","42.89","4530.498","4338.256"
"3","23","10","884","133","33","3.1","0.25","915.104","51.214","5613.455","5382.84"
"3","23","11","911","140","34","4.1","0.25","1029.207","51.553","6263.88","6010.218"
"3","23","12","965","106","35.5","4.1","0.25","1077.771","53.879","6485.272","6223.764"
"3","23","13","906","141","37","3.6","0.25","1021.677","55.758","6109.719","5861.519"
"3","23","14","884","122","38","1.5","0.25","891.94","62.153","5223.977","5007.162"
"3","23","15","797","115","35","5.1","0.25","684.995","45.268","4352.408","4166.477"
"3","23","16","675","92","35","5.7","0.25","433.161","41.055","2806.595","2675.437"
"3","23","17","357","72","32","6.2","0.25","164.03","34.107","958.585","892.91"
"3","23","18","0","11","29.2","5.1","0.25","10.174","29.328","35.678","2.705"
"3","23","19","0","0","27","6.2","0.25","0","27","0","0"
"3","23","20","0","0","27","6.2","0.25","0","27","0","0"
"3","23","21","0","0","26","4.1","0.25","0","26","0","0"
"3","23","22","0","0","25","4.1","0.25","0","25","0","0"
"3","23","23","0","0","25","4.6","0.25","0","25","0","0"
"3","24","0","0","0","25","4.4","0.25","0","25","0","0"
"3","24","1","0","0","25","4.1","0.25","0","25","0","0"
"3","24","2","0","0","24","3.1","0.25","0","24","0","0"
"3","24","3","0","0","24.3","6.7","0.25","0","24.3","0","0"
"3","24","4","0","0","24","6.7","0.25","0","24","0","0"
"3","24","5","0","0","25","7.7","0.25","0","25","0","0"
"3","24","6","0","14","24.9","7.2","0.25","12.956","25.029","47.132","13.753"
"3","24","7","225","113","27","8.2","0.25","172.463","28.84","1077.894","1007.991"
"3","24","8","561","153","29.2","9","0.25","443.843","33.689","2962.268","2825.594"
"3","24","9","811","113","31.5","9.8","0.25","702.89","38.149","4593.952","4399.461"
"3","24","10","827","144","34","9.3","0.25","877.42","42.617","5575.457","5346.188"
"3","24","11","685","266","36","9.8","0.25","949.293","44.937","5921.857","5680.313"
"3","24","12","506","380","36.7","9.3","0.25","905.746","45.562","5610.752","5380.232"
"3","24","13","461","371","38","8.2","0.25","832.939","46.957","5139.435","4925.616"
"3","24","14","414","326","39","6.2","0.25","696.169","48.136","4295.412","4111.5"
"3","24","15","321","275","33.6","5.7","0.25","503.044","40.599","3216.741","3071.05"
"3","24","16","188","205","33","7.2","0.25","293.815","36.491","1902.815","1803.682"
"3","24","17","75","90","32","6.7","0.25","106.09","33.315","649.193","594.481"
"3","24","18","0","7","30.6","6.7","0.25","6.467","30.668","21.925","0"
"3","24","19","0","0","30","6.7","0.25","0","30","0","0"
"3","24","20","0","0","29","4.1","0.25","0","29","0","0"
"3","24","21","0","0","28.8","3.6","0.25","0","28.8","0","0"
"3","24","22","0","0","28","3.1","0.25","0","28","0","0"
"3","24","23","0","0","27","2.1","0.25","0","27","0","0"
"3","25","0","0","0","27.7","5.1","0.25","0","27.7","0","0"
"3","25","1","0","0","27","6.2","0.25","0","27","0","0"
"3","25","2","0","0","27","5.7","0.25","0","27","0","0"
"3","25","3","0","0","27","7.7","0.25","0","27","0","0"
"3","25","4","0","0","26.5","6.9","0.25","0","26.5","0","0"
"3","25","5","0","0","26","6.2","0.25","0","26","0","0"
"3","25","6","0","9","25.6","5.7","0.25","8.319","25.697","29.43","0"
"3","25","7","82","99","26","6.7","0.25","118.177","27.466","749.12","690.867"
"3","25","8","213","205","28","6.7","0.25","309.778","31.873","2050.347","1945.987"
"3","25","9","327","280","29.2","6.2","0.25","516.931","35.997","3366.115","3215.131"
"3","25","10","213","430","31","5.7","0.25","615.58","39.531","3907.738","3737.563"
"3","25","11","171","492","33","6.2","0.25","660.736","41.641","4134.565","3956.352"
"3","25","12","198","441","34.5","6.2","0.25","642.087","42.897","3996.789","3823.458"
"3","25","13","111","430","35","5.7","0.25","538.712","42.451","3349.189","3198.805"
"3","25","14","30","371","35.6","4.6","0.25","379.511","41.617","2355.091","2239.932"
"3","25","15","24","291","35.6","4.6","0.25","292.872","40.255","1831.522","1734.915"
"3","25","16","14","189","35","4.6","0.25","184.993","37.951","1164.918","1091.932"
"3","25","17","0","78","34","4.6","0.25","72.749","35.161","446.415","398.888"
"3","25","18","0","6","31.5","4.1","0.25","5.542","31.58","18.517","0"
"3","25","19","0","0","31","3.1","0.25","0","31","0","0"
"3","25","20","0","0","30","3.1","0.25","0","30","0","0"
"3","25","21","0","0","26.7","2.6","0.25","0","26.7","0","0"
"3","25","22","0","0","26","3.6","0.25","0","26","0","0"
"3","25","23","0","0","26","2.6","0.25","0","26","0","0"
"3","26","0","0","0","24.9","2.6","0.25","0","24.9","0","0"
"3","26","1","0","0","25","2.6","0.25","0","25","0","0"
"3","26","2","0","0","24","3.1","0.25","0","24","0","0"
"3","26","3","0","0","25.2","3.1","0.25","0","25.2","0","0"
"3","26","4","0","0","24","1.5","0.25","0","24","0","0"
"3","26","5","0","0","23","3.1","0.25","0","23","0","0"
"3","26","6","0","7","23.6","2.6","0.25","6.466","23.718","22.81","0"
"3","26","7","40","87","25","2.6","0.25","93.287","27.019","592.552","539.847"
"3","26","8","91","209","26","4.6","0.25","247.534","29.952","1633.183","1543.604"
"3","26","9","131","332","28.3","7.2","0.25","422.557","33.299","2754.289","2624.985"
"3","26","10","116","441","32","5.1","0.25","534.516","39.954","3371.323","3220.155"
"3","26","11","171","455","33","5.1","0.25","622.74","42.259","3886.413","3716.993"
"3","26","12","204","440","34.6","5.7","0.25","646.729","43.548","4015.375","3841.386"
"3","26","13","130","435","30","9.3","0.25","561.672","35.484","3595.774","3436.653"
"3","26","14","91","369","29.2","8.7","0.25","438.513","33.708","2828.109","2696.189"
"3","26","15","42","280","28.5","8.2","0.25","300.267","31.732","1948.75","1847.989"
"3","26","16","165","205","30","7.2","0.25","281.698","33.346","1844.159","1747.105"
"3","26","17","181","90","29","7.2","0.25","133.943","30.566","815.922","755.302"
"3","26","18","0","11","28","6.2","0.25","10.173","28.113","35.918","2.936"
"3","26","19","0","0","27","4.6","0.25","0","27","0","0"
"3","26","20","0","0","26","5.7","0.25","0","26","0","0"
"3","26","21","0","0","24.6","3.1","0.25","0","24.6","0","0"
"3","26","22","0","0","23","3.1","0.25","0","23","0","0"
"3","26","23","0","0","22.2","3.1","0.25","0","22.2","0","0"
"3","27","0","0","0","21.5","3.1","0.25","0","21.5","0","0"
"3","27","1","0","0","21.2","3.1","0.25","0","21.2","0","0"
"3","27","2","0","0","21","3.1","0.25","0","21","0","0"
"3","27","3","0","0","21.4","2.6","0.25","0","21.4","0","0"
"3","27","4","0","0","21","3.1","0.25","0","21","0","0"
"3","27","5","0","0","21","1.5","0.25","0","21","0","0"
"3","27","6","0","12","21","2.1","0.25","11.099","21.223","40.854","7.698"
"3","27","7","86","102","22","2.1","0.25","122.169","24.9","784.5","724.994"
"3","27","8","59","226","23.4","3.1","0.25","247.83","28.336","1642.725","1552.808"
"3","27","9","43","290","24.8","4.1","0.25","311.512","30.103","2034.616","1930.813"
"3","27","10","19","341","27","3.6","0.25","340.541","33.222","2178.485","2069.584"
"3","27","11","12","335","28","3.1","0.25","329.756","34.514","2085.478","1979.872"
"3","27","12","2","291","21.5","11.8","0.25","277.547","23.746","1820.027","1723.828"
"3","27","13","53","409","23","2.6","0.25","451.926","32.74","2906.595","2771.895"
"3","27","14","181","378","24","5.7","0.25","532.082","31.374","3484.183","3329.016"
"3","27","15","303","290","25.2","3.6","0.25","503.762","34.456","3298.746","3150.15"
"3","27","16","395","154","25","5.1","0.25","351.9","30.278","2358.278","2243.007"
"3","27","17","194","95","24","4.6","0.25","141.702","26.228","880.512","817.603"
"3","27","18","0","11","23.5","3.6","0.25","10.173","23.657","36.796","3.783"
"3","27","19","0","0","23","3.1","0.25","0","23","0","0"
"3","27","20","0","0","22","0.5","0.25","0","22","0","0"
"3","27","21","0","0","21.4","0","0.25","0","21.4","0","0"
"3","27","22","0","0","20","1","0.25","0","20","0","0"
"3","27","23","0","0","20","1","0.25","0","20","0","0"
"3","28","0","0","0","19.5","2.1","0.25","0","19.5","0","0"
"3","28","1","0","0","19","2.6","0.25","0","19","0","0"
"3","28","2","0","0","19","3.1","0.25","0","19","0","0"
"3","28","3","0","0","19.3","2.6","0.25","0","19.3","0","0"
"3","28","4","0","0","19","1","0.25","0","19","0","0"
"3","28","5","0","0","19","1.5","0.25","0","19","0","0"
"3","28","6","0","16","18.6","1.5","0.25","14.811","18.948","59.766","25.939"
"3","28","7","211","121","20","1.5","0.25","177.056","24.749","1134.576","1062.665"
"3","28","8","577","143","23","2.6","0.25","444.768","32.695","2982.295","2844.912"
"3","28","9","793","121","25.1","3.1","0.25","701.457","39.089","4561.71","4368.362"
"3","28","10","858","115","28","4.1","0.25","872.548","42.898","5539.948","5311.937"
"3","28","11","695","254","30","3.6","0.25","947.386","47.371","5849.877","5610.884"
"3","28","12","562","324","30.4","3.1","0.25","904.69","48.343","5546.552","5318.307"
"3","28","13","334","421","30","1.5","0.25","751.655","50.259","4561.022","4367.698"
"3","28","14","186","379","31","2.1","0.25","536.927","43.756","3345.149","3194.909"
"3","28","15","39","285","28.6","5.1","0.25","302.621","33.112","1952.536","1851.641"
"3","28","16","17","167","27","5.1","0.25","164.989","29.468","1072.406","1002.698"
"3","28","17","0","59","27","4.1","0.25","54.767","27.936","342.948","299.087"
"3","28","18","0","4","26","3.6","0.25","3.692","26.057","12.447","0"
"3","28","19","0","0","26","0.5","0.25","0","26","0","0"
"3","28","20","0","0","25","7.7","0.25","0","25","0","0"
"3","28","21","0","0","23.2","5.7","0.25","0","23.2","0","0"
"3","28","22","0","0","23","5.7","0.25","0","23","0","0"
"3","28","23","0","0","21","5.7","0.25","0","21","0","0"
"3","29","0","0","0","22","1","0.25","0","22","0","0"
"3","29","1","0","0","22","1","0.25","0","22","0","0"
"3","29","2","0","0","22","2.6","0.25","0","22","0","0"
"3","29","3","0","0","22.7","4.1","0.25","0","22.7","0","0"
"3","29","4","0","0","23","3.1","0.25","0","23","0","0"
"3","29","5","0","0","22","2.6","0.25","0","22","0","0"
"3","29","6","0","11","21.8","3.6","0.25","10.17","21.962","39.649","6.535"
"3","29","7","140","106","21","3.1","0.25","141.056","23.787","906.81","842.969"
"3","29","8","396","179","23","1","0.25","387.134","34.852","2556.189","2433.904"
"3","29","9","615","198","24.5","4.6","0.25","652.122","34.908","4295.196","4111.291"
"3","29","10","722","220","28","5.1","0.25","867.581","40.959","5532.272","5304.533"
"3","29","11","846","163","29","5.1","0.25","998.138","43.899","6262.737","6009.115"
"3","29","12","943","97","30.1","4.1","0.25","1047.047","47.952","6459.217","6198.633"
"3","29","13","914","109","30","4.6","0.25","995.715","45.857","6210.065","5958.309"
"3","29","14","909","84","23","3.1","0.25","871.786","40.357","5600.772","5370.606"
"3","29","15","825","90","30.5","2.1","0.25","672.465","46.581","4250.551","4068.229"
"3","29","16","674","89","30","3.1","0.25","425.256","38.499","2778.825","2648.652"
"3","29","17","344","76","29","4.1","0.25","161.729","31.698","955.326","889.766"
"3","29","18","0","12","27.3","3.1","0.25","11.101","27.486","39.519","6.41"
"3","29","19","0","0","25","3.6","0.25","0","25","0","0"
"3","29","20","0","0","24","3.3","0.25","0","24","0","0"
"3","29","21","0","0","23","3.1","0.25","0","23","0","0"
"3","29","22","0","0","23","1.5","0.25","0","23","0","0"
"3","29","23","0","0","23","2.1","0.25","0","23","0","0"
"3","30","0","0","0","20.6","3.1","0.25","0","20.6","0","0"
"3","30","1","0","0","22","3.6","0.25","0","22","0","0"
"3","30","2","0","0","21","2.6","0.25","0","21","0","0"
"3","30","3","0","0","20.5","2.6","0.25","0","20.5","0","0"
"3","30","4","0","0","20","0.5","0.25","0","20","0","0"
"3","30","5","0","0","20","0","0.25","0","20","0","0"
"3","30","6","0","18","19.5","0","0.25","16.667","20.116","74.327","39.985"
"3","30","7","203","125","21","1","0.25","178.961","26.414","1143.136","1070.921"
"3","30","8","525","140","23","1.5","0.25","416.105","34.314","2766.115","2636.392"
"3","30","9","504","230","24.7","1","0.25","601.523","43.058","3823.72","3656.522"
"3","30","10","492","296","26","2.1","0.25","739.276","43.594","4649.582","4453.12"
"3","30","11","462","343","28","2.1","0.25","807.704","47.193","4977.085","4769.018"
"3","30","12","380","401","27.6","3.1","0.25","790.837","43.267","4936.416","4729.79"
"3","30","13","435","365","28","2.6","0.25","798.835","45.268","4959.881","4752.424"
"3","30","14","501","285","28","5.1","0.25","726.997","38.85","4666.074","4469.028"
"3","30","15","464","249","27","5.1","0.25","579.214","35.665","3793.296","3627.176"
"3","30","16","450","143","26","5.7","0.25","366.212","31.112","2448.699","2330.223"
"3","30","17","204","91","25","4.1","0.25","139.219","27.342","856.725","794.66"
"3","30","18","0","11","24.2","4.1","0.25","10.173","24.346","36.659","3.652"
"3","30","19","0","0","23","4.1","0.25","0","23","0","0"
"3","30","20","0","0","23","2.1","0.25","0","23","0","0"
"3","30","21","0","0","22.4","0.5","0.25","0","22.4","0","0"
"3","30","22","0","0","21","1","0.25","0","21","0","0"
"3","30","23","0","0","21","1.5","0.25","0","21","0","0"
"3","31","0","0","0","19.7","1.5","0.25","0","19.7","0","0"
"3","31","1","0","0","21","1.5","0.25","0","21","0","0"
"3","31","2","0","0","20","1","0.25","0","20","0","0"
"3","31","3","0","0","20.3","0.5","0.25","0","20.3","0","0"
"3","31","4","0","0","19","1","0.25","0","19","0","0"
"3","31","5","0","0","19","1","0.25","0","19","0","0"
"3","31","6","0","9","19.8","0.5","0.25","8.317","20.063","35.802","2.825"
"3","31","7","0","95","20","3.6","0.25","88.495","21.63","583.342","530.963"
"3","31","8","41","195","23","2.1","0.25","207.533","27.951","1367.756","1287.583"
"3","31","9","28","307","23","3.6","0.25","310.861","28.694","2037.918","1933.998"
"3","31","10","134","391","25","5.7","0.25","505.716","32.003","3291.22","3142.891"
"3","31","11","229","448","25","5.1","0.25","670.376","34.97","4314.194","4129.617"
"3","31","12","366","414","26.6","5.1","0.25","789.537","38.349","5024.017","4814.287"
"3","31","13","510","352","27","5.1","0.25","857.659","39.78","5448.445","5223.677"
"3","31","14","655","240","27","5.1","0.25","816.171","39.189","5241.853","5024.405"
"3","31","15","788","106","26.3","5.7","0.25","663.867","35.559","4383.284","4196.259"
